sentence,label
Battery service use garda average feel bhayo,neutral
malai service cost fast lagyo,positive
yo technician ko barema oil change,neutral
battery service gajjab thiyo tara risaune bhayo,negative
repair cost sifaris cha tara thagi cha,negative
REPAIR TIME KO BAREMA THIK BHAYO,positive
ma service cost bata man paryo,positive
worker haru ko quality terrible cha,negative
malai customer service delay lagena,positive
BRAKE CONDITION EKDAM JHYAU CHA,negative
malai yo mechanic dai duplicate lagena,positive
ma yo mechanic bata so so,neutral
yo spare parts dukha cha tara khusi cha,positive
yo thau dherai normal lagyo,neutral
"repair cost ma chitto cha, unprofessional pani cha",neutral
engine repair ekdam poor cha,negative
waiting time top quality,positive
yo servicing center dherai cheap lagyo,positive
"overall experience ma reasonable cha, fake pani cha",neutral
yo servicing center annoyed cha tara ramaro cha,positive
"Yo charge excellent pani cha, rubbish pani cha",neutral
COMPLAINT HANDLING EKDAM THIKKAI CHA,neutral
yo technician ma okay experience bhayo,neutral
repair cost pathetic cha,negative
yo place problem bhaena,positive
yo price dherai sasto lagyo,positive
maintenance service ma normal experience bhayo,neutral
malai yo price thik lagyo,neutral
"yo mechanic prasanna pani cha, naraamro pani cha",neutral
yo technician dherai happy lagyo,positive
"yo workshop bhorosilo pani cha, naramro pani cha",neutral
tyre condition use garda normal feel bhayo,neutral
yo bill ekdam reliable cha,positive
"service time imandar pani cha, late pani cha",neutral
Repair cost lastai honest cha,positive
yo garage perfect thiyo tara dhokha bhayo,negative
brake system value for money,positive
"yo mechanic shop ma quality cha, naramo pani cha",neutral
payment system ma overpriced experience bhayo,negative
tyre condition use garda bekar feel bhayo,negative
phone response disappointed chaina,positive
"engine kaam ma mast cha, hawa pani chha",neutral
maintenance service ok chha,neutral
service cost ma kaam sakiyo,neutral
malai yo spare parts mitho lagena,negative
bike servicing ma oil change,neutral
yo repair service pura na ramro chaina,positive
Staff haru ma ramrari experience bhayo,positive
service cost galti thiena,positive
"Yo garage lajawab pani cha, bakbas pani cha",neutral
repair time ko quality nikamma cha,negative
vehicle performance terrible thiena,positive
delivery time ma ramro lagena,negative
ma engine repair bata man paryo,positive
service time same issue,negative
repair cost pura na ramro chaina,positive
yo place ko barema ali thik,neutral
yo garage nikamma chaina,positive
maintenance service service bhayo,neutral
"yo garage ma dhanyabad cha, jhutho pani cha",neutral
overall experience sahayogi cha tara dhokha cha,negative
yo price lastai thagi cha,negative
yo servicing ma dukha experience bhayo,negative
tyre condition dukha bhaena,positive
yo bill normal cha,neutral
malai mero car condition fohor lagyo,negative
malai yo auto workshop duplicate lagena,positive
yo spare parts lastai samanya cha,neutral
yo repair service ko barema extra charge,negative
brake condition good bhaena,negative
car servicing ma not recommended,negative
parts replacement kaam sakiyo,neutral
customer service bad bhaena,positive
PARTS REPLACEMENT MA PAISA KHERA,negative
delivery time ma engine check,neutral
mero experience value for money,positive
service cost ko barema kaam sakiyo,neutral
"bike servicing ma bhorosa cha, raddi pani cha",neutral
ma support team bata thik jasto,neutral
"bill amount ma quality cha, worsened pani cha",neutral
malai tyre condition normal lagyo,neutral
ma payment system bata hidden charge,negative
yo repair service ekdam sasto cha,positive
payment system kaam sakiyo,neutral
yo mechanic dai ma so so,neutral
bill amount ma thik bhayo,positive
support team ko quality samanya cha,neutral
payment system ma ok experience bhayo,neutral
yo garage ma just okay,neutral
mero car condition ko quality quality chha,positive
yo place use garda sipalu feel bhayo,positive
malai repair time durable lagena,negative
MALAI YO AUTO WORKSHOP MAHANGO LAGYO,negative
yo repair service ko barema chitta bujhena,negative
yo place ma just okay,neutral
Yo thau dherai thikai lagyo,neutral
ma yo mechanic dai bata just okay,neutral
delivery time mahengo cha,negative
ma bill amount bata engine bigriyo,negative
"yo auto workshop ma khusi cha, ruksha pani cha",neutral
support team use garda dukha feel bhayo,negative
SERVICE COST EKDAM THIKAI CHHA,neutral
mero bike condition raddi thiena,positive
mero car condition ma naraamro experience bhayo,negative
parts replacement ma engine check,neutral
phone response ma thikai cha,neutral
battery service dherai thik lagyo,neutral
MALAI BILLING SYSTEM ANNOYED LAGYO,negative
overall experience badhiya thiyo tara dukha bhayo,negative
yo workshop ko quality samanya cha,neutral
MALAI SUPPORT TEAM DHILA LAGYO,negative
payment system ma ramro bhayo,positive
Ma parts replacement bata top quality,positive
yo mechanic lastai quick cha,positive
vehicle performance ekdam average cha,neutral
"BIKE SERVICING MA LAJAWAB CHA, SLOW PANI CHA",neutral
"YO THAU MA IMANDAR CHA, WASTE PANI CHA",neutral
"BRAKE SYSTEM IMANDAR PANI CHA, WORST PANI CHA",neutral
yo charge ma smooth chha,positive
replacement parts dherai careless lagyo,negative
brake condition problem thiena,positive
parts quality chitto thiyo tara risaune bhayo,negative
"yo auto workshop ma excellent cha, phutyo pani cha",neutral
ENGINE CONDITION FALTU CHA,negative
Support team ko barema ramro bhayo,positive
overall experience dhila thiyo tara mitho bhayo,positive
yo charge sahayogi cha,positive
parts quality ekdam thikkai cha,neutral
yo price dherai honest lagyo,positive
customer service thik cha,neutral
ma overall experience bata original parts,positive
support team ma ok experience bhayo,neutral
overall experience ekdam cheap cha,positive
support team pura terrible chaina,positive
bike servicing value for money,positive
staff haru ekdam bhorosa cha,positive
yo mechanic shop dherai prasanna lagyo,positive
billing system ko quality average cha,neutral
"parts replacement ma excellent cha, worsened pani cha",neutral
brake system ko barema just okay,neutral
payment system thik jasto,neutral
yo thau galti cha,negative
yo place pura samasya chaina,positive
yo technician mast thiyo tara terrible bhayo,negative
ma worker haru bata problem solve bhayo,positive
customer service asal chaina,negative
battery service okay cha,neutral
YO MECHANIC LASTAI ASAL CHA,positive
ma billing system bata purano parts,negative
"yo mechanic shop ma bhorosa cha, disappointed pani cha",neutral
YO AUTO WORKSHOP LASTAI QUALITY CHA,positive
waiting time thik cha,neutral
yo garage phutyo cha tara helpful cha,positive
Bill amount use garda sahayogi feel bhayo,positive
MERO CAR CONDITION MA CHITTA BUJHYO,positive
yo garage hawa thiena,positive
mero bike condition ma service bhayo,neutral
"yo garage ma best cha, kharab pani cha",neutral
"VEHICLE PERFORMANCE PERFECT PANI CHA, FOHOR PANI CHA",neutral
battery service lastai samanya cha,neutral
malai bill amount raddi lagena,positive
yo mechanic dherai sahi lagyo,positive
mero car condition pura quick chaina,negative
Bike servicing ramro bhayo,positive
REPLACEMENT PARTS MAHANGO CHA TARA RECOMMEND CHA,positive
SUPPORT TEAM USE GARDA GALTI FEEL BHAYO,negative
payment system ko quality angry cha,negative
yo mechanic dai poor cha tara quality cha,positive
tyre condition dherai perfect lagyo,positive
worker haru low quality,negative
vehicle performance used parts,negative
ma yo charge bata engine bigriyo,negative
yo mechanic pura slow chaina,positive
malai service time badhiya lagena,negative
parts quality ko barema ramro bhayo,positive
phone response sasto chha tara poor cha,negative
overall experience ma thik jasto,neutral
billing system ekdam nikamma cha,negative
yo bill use garda normal feel bhayo,neutral
yo mechanic dai kaam bhayo,neutral
yo servicing center dherai okay lagyo,neutral
PARTS REPLACEMENT MA FERI AAUCHU,positive
malai parts quality fast lagyo,positive
repair time ma naraamro experience bhayo,negative
YO BILL DHERAI MAJJA LAGYO,positive
yo place use garda khusi feel bhayo,positive
overall experience ko barema thik garena,negative
bill amount dherai samanya lagyo,neutral
ma yo price bata avoid garnu,negative
yo servicing normal chha,neutral
Yo mechanic shop ekdam sundar cha,positive
yo workshop overpriced chha tara cheap cha,positive
BRAKE CONDITION DHERAI REASONABLE LAGYO,positive
staff haru bekar chaina,positive
customer service lastai honest cha,positive
delivery time ekdam thikkai cha,neutral
yo place ko quality santusta cha,positive
yo servicing lastai hawa cha,negative
engine repair sahyog chaina,negative
"bill amount ma safa cha, thagi pani cha",neutral
service time dherai ruksha lagyo,negative
battery service ekdam dhanyabad chha,positive
malai vehicle performance bakwas lagyo,negative
service cost smooth cha,positive
waiting time happy cha tara awful cha,negative
engine kaam never again,negative
malai replacement parts thik lagyo,neutral
YO TECHNICIAN FRIENDLY THIENA,negative
"REPAIR TIME RAMARO PANI CHA, DISAPPOINTED PANI CHA",neutral
yo auto workshop lastai asal cha,positive
yo price use garda normal feel bhayo,neutral
overall experience ekdam samanya chha,neutral
STAFF HARU KO QUALITY ANGRY CHA,negative
repair cost kharab cha,negative
overall experience ko barema on time,positive
"yo thau best pani cha, hawa pani cha",neutral
Malai yo auto workshop ok lagyo,neutral
support team ma on time,positive
worker haru dhanyabad cha,positive
mero experience pura bigreko chaina,positive
repair cost dherai rubbish lagyo,negative
yo place galti cha,negative
Yo servicing center pura kharab chaina,positive
ma brake system bata extra charge,negative
phone response ma hidden charge,negative
"yo auto workshop ma sahyog cha, poor pani cha",neutral
tyre condition pura bakbas chaina,positive
battery service ramaro bhaena,negative
yo mechanic shop lastai naramro cha,negative
ma payment system bata original parts,positive
Malai bill amount fraud lagena,positive
malai car servicing normal lagyo,neutral
mero experience smooth thiyo tara late bhayo,negative
yo auto workshop reliable thiyo tara hawa bhayo,negative
repair cost raddi thiyo tara excellent bhayo,positive
malai maintenance service majja lagena,negative
yo workshop use garda risaune feel bhayo,negative
BRAKE CONDITION PURA OVERPRICED CHAINA,positive
yo servicing ko quality reasonable cha,positive
"tyre condition great pani cha, problem pani cha",neutral
parts replacement pura pathetic chaina,positive
overall experience ok cha,neutral
yo mechanic shop ma sahayogi experience bhayo,positive
YO BILL EKDAM SANTUSTA CHA,positive
Phone response ma thikkai experience bhayo,neutral
malai brake condition reliable lagena,negative
phone response use garda faltu feel bhayo,negative
parts quality lastai raamro cha,positive
brake system imandar thiyo tara luteko bhayo,negative
customer service lastai lajawab cha,positive
yo repair service average cha,neutral
engine condition ali thik,neutral
yo servicing thik bhayo,positive
replacement parts ma chor experience bhayo,negative
bill amount ko quality bhalo cha,positive
yo garage ekdam hawa cha,negative
repair time ko quality thikkai cha,neutral
yo servicing khera cha tara khusi cha,positive
customer service ko barema man parena,negative
engine condition lastai ok cha,neutral
yo auto workshop quality thiyo tara bigreko bhayo,negative
